Index,Analyte,Abbreviation,CAS #,Dataset ID,Mechanism,Manufacturer,Brand,Stationary Phase,Pore Size (A),Particle Size (um),A Solvent,B Solvent,Composition (%B),Temperature (C),Midpoint Pressure (bar),Retention Factor,SD,n
522,"4,4'-dipyridyl",#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,8,40,60,0.840,0.014,5
523,"4,4'-dipyridyl",#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,6,40,60,1.079,0.022,5
524,"4,4'-dipyridyl",#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,4,40,60,1.503,0.013,5
525,"4,4'-dipyridyl",#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,2,40,60,2.382,0.006,5
526,berberine,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,90,40,60,3.290,0.016,5
527,berberine,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,5.303,0.018,5
528,berberine,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,10.001,0.118,5
529,berberine,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,23.990,0.144,5
530,Benzyltrimethylammonium chloride,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,0.784,0.010,5
531,Benzyltrimethylammonium chloride,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,8,40,60,0.963,0.010,5
532,Benzyltrimethylammonium chloride,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,6,40,60,1.208,0.004,5
533,Benzyltrimethylammonium chloride,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,4,40,60,1.612,0.012,5
534,Benzyltrimethylammonium chloride,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,2,40,60,2.342,0.012,5
