Index,Analyte,Abbreviation,CAS #,Dataset ID,Mechanism,Manufacturer,Brand,Stationary Phase,Pore Size (A),Particle Size (um),A Solvent,B Solvent,Composition (%B),Temperature (C),Midpoint Pressure (bar),Retention Factor,SD,n
515,N-ethylaniline,Ani2,103-69-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,0.767,0.014,5
516,N-ethylaniline,Ani2,103-69-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,0.850,0.013,5
517,N-ethylaniline,Ani2,103-69-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,1.110,0.004,5
518,N-ethylaniline,Ani2,103-69-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,8,40,60,1.315,0.021,5
519,N-ethylaniline,Ani2,103-69-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,6,40,60,1.603,0.018,5
520,N-ethylaniline,Ani2,103-69-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,4,40,60,2.107,0.014,5
521,N-ethylaniline,Ani2,103-69-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,2,40,60,2.962,0.012,5
522,"4,4'-dipyridyl",4DPy,553-26-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,8,40,60,0.840,0.014,5
523,"4,4'-dipyridyl",4DPy,553-26-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,6,40,60,1.079,0.022,5
524,"4,4'-dipyridyl",4DPy,553-26-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,4,40,60,1.503,0.013,5
525,"4,4'-dipyridyl",4DPy,553-26-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,2,40,60,2.382,0.006,5
526,berberine,Berb,633-65-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,90,40,60,3.290,0.016,5
527,berberine,Berb,633-65-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,5.303,0.018,5
528,berberine,Berb,633-65-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,10.001,0.118,5
529,berberine,Berb,633-65-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,23.990,0.144,5
530,Benzyltrimethylammonium chloride,Bztma,56-93-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,0.784,0.010,5
531,Benzyltrimethylammonium chloride,Bztma,56-93-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,8,40,60,0.963,0.010,5
532,Benzyltrimethylammonium chloride,Bztma,56-93-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,6,40,60,1.208,0.004,5
533,Benzyltrimethylammonium chloride,Bztma,56-93-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,4,40,60,1.612,0.012,5
534,Benzyltrimethylammonium chloride,Bztma,56-93-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,2,40,60,2.342,0.012,5
535,nortriptyline,Nort,894-71-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,70,40,60,0.993,0.024,5
536,nortriptyline,Nort,894-71-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,1.206,0.007,5
537,nortriptyline,Nort,894-71-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,1.841,0.022,5
538,nortriptyline,Nort,894-71-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,45,40,60,2.544,0.010,5
539,nortriptyline,Nort,894-71-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,3.822,0.008,5
540,nortriptyline,Nort,894-71-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,6.511,0.024,5
541,nortriptyline,Nort,894-71-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,13.034,0.015,5
542,nortriptyline,Nort,894-71-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,31.007,0.084,5
543,amitriptyline,Amit,549-18-8,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,0.550,0.012,5
544,amitriptyline,Amit,549-18-8,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,0.849,0.004,5
545,amitriptyline,Amit,549-18-8,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,1.747,0.006,5
546,amitriptyline,Amit,549-18-8,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,2.965,0.023,5
547,amitriptyline,Amit,549-18-8,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,5.858,0.034,5
548,amitriptyline,Amit,549-18-8,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,13.819,0.033,5
549,p-nitrophenol,NtPh,100-02-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,0.343,0.005,5
550,p-nitrophenol,NtPh,100-02-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,0.620,0.007,5
551,p-nitrophenol,NtPh,100-02-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,0.878,0.003,5
552,p-nitrophenol,NtPh,100-02-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,1.256,0.007,5
553,p-nitrophenol,NtPh,100-02-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,1.880,0.005,5
554,p-nitrophenol,NtPh,100-02-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,2.934,0.010,5
555,p-nitrophenol,NtPh,100-02-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,15,40,60,4.776,0.027,5
556,p-nitrophenol,NtPh,100-02-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,10,40,60,7.946,0.013,5
557,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,0.375,0.005,5
558,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,0.807,0.005,5
559,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,1.300,0.005,5
560,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,2.308,0.007,5
561,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,4.561,0.030,5
562,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,10.188,0.038,5
563,acetophenone,AP2,98-86-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,0.401,0.011,5
564,acetophenone,AP2,98-86-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,0.627,0.004,5
565,acetophenone,AP2,98-86-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,1.082,0.006,5
566,acetophenone,AP2,98-86-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,1.475,0.006,5
567,acetophenone,AP2,98-86-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,2.091,0.010,5
568,acetophenone,AP2,98-86-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,3.065,0.013,5
569,acetophenone,AP2,98-86-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,4.722,0.026,5
570,acetophenone,AP2,98-86-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,15,40,60,7.713,0.027,5
571,acetophenone,AP2,98-86-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,10,40,60,13.589,0.034,5
572,benzonitrile,BzCN,100-47-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,0.406,0.009,5
573,benzonitrile,BzCN,100-47-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,0.657,0.008,5
574,benzonitrile,BzCN,100-47-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,1.162,0.007,5
575,benzonitrile,BzCN,100-47-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,1.590,0.006,5
576,benzonitrile,BzCN,100-47-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,2.229,0.004,5
577,benzonitrile,BzCN,100-47-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,3.194,0.012,5
578,benzonitrile,BzCN,100-47-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,4.697,0.024,5
579,benzonitrile,BzCN,100-47-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,15,40,60,7.043,0.020,5
580,benzonitrile,BzCN,100-47-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,10,40,60,10.902,0.010,5
581,5-phenylpentanol,Ph5ol,10521-91-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,0.612,0.009,5
582,5-phenylpentanol,Ph5ol,10521-91-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,1.129,0.002,5
583,5-phenylpentanol,Ph5ol,10521-91-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,2.514,0.010,5
584,5-phenylpentanol,Ph5ol,10521-91-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,4.091,0.021,5
585,5-phenylpentanol,Ph5ol,10521-91-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,7.263,0.024,5
586,5-phenylpentanol,Ph5ol,10521-91-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,14.083,0.030,5
587,anisole,Ans,100-66-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,0.670,0.012,5
588,anisole,Ans,100-66-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,1.153,0.004,5
589,anisole,Ans,100-66-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,2.159,0.009,5
590,anisole,Ans,100-66-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,3.069,0.012,5
591,anisole,Ans,100-66-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,4.499,0.012,5
592,anisole,Ans,100-66-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,6.723,0.018,5
593,anisole,Ans,100-66-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,10.287,0.023,5
594,anisole,Ans,100-66-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,15,40,60,15.998,0.013,5
595,4-n-butylbenzoic acid,4BA4,20651-71-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,0.877,0.010,5
596,4-n-butylbenzoic acid,4BA4,20651-71-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,1.818,0.003,5
597,4-n-butylbenzoic acid,4BA4,20651-71-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,4.738,0.033,5
598,4-n-butylbenzoic acid,4BA4,20651-71-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,8.580,0.028,5
599,4-n-butylbenzoic acid,4BA4,20651-71-2,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,17.168,0.038,5
600,toluene,1Bz,108-88-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,90,40,60,0.259,0.005,5
601,toluene,1Bz,108-88-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,1.155,0.012,5
602,toluene,1Bz,108-88-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,2.102,0.005,5
603,toluene,1Bz,108-88-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,4.336,0.019,5
604,toluene,1Bz,108-88-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,6.466,0.020,5
605,toluene,1Bz,108-88-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,10.031,0.020,5
606,toluene,1Bz,108-88-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,15.806,0.020,5
607,cis-chalcone,cCha,614-46-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,90,40,60,0.247,0.003,5
608,cis-chalcone,cCha,614-46-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,70,40,60,0.763,0.002,5
609,cis-chalcone,cCha,614-46-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,1.438,0.007,5
610,cis-chalcone,cCha,614-46-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,3.112,0.016,5
611,cis-chalcone,cCha,614-46-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,45,40,60,4.897,0.018,5
612,cis-chalcone,cCha,614-46-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,8.217,0.029,5
613,cis-chalcone,cCha,614-46-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,14.677,0.029,5
614,ethylbenzene,2Bz,100-41-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,90,40,60,0.324,0.004,5
615,ethylbenzene,2Bz,100-41-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,1.717,0.014,5
616,ethylbenzene,2Bz,100-41-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,3.398,0.017,5
617,ethylbenzene,2Bz,100-41-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,7.805,0.016,5
618,ethylbenzene,2Bz,100-41-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,12.524,0.020,5
619,trans-chalcone,tCha,94-41-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,90,40,60,0.256,0.004,5
620,trans-chalcone,tCha,94-41-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,70,40,60,0.850,0.008,5
621,trans-chalcone,tCha,94-41-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,1.648,0.004,5
622,trans-chalcone,tCha,94-41-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,3.706,0.024,5
623,trans-chalcone,tCha,94-41-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,45,40,60,5.974,0.018,5
624,trans-chalcone,tCha,94-41-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,10.305,0.024,5
625,trans-chalcone,tCha,94-41-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,18.469,0.020,5
626,mefenamic acid,MFen,61-68-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,90,40,60,0.250,0.005,5
627,mefenamic acid,MFen,61-68-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,80,40,60,0.426,0.004,5
628,mefenamic acid,MFen,61-68-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,75,40,60,0.566,0.005,5
629,mefenamic acid,MFen,61-68-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,70,40,60,0.777,0.004,5
630,mefenamic acid,MFen,61-68-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,65,40,60,1.079,0.005,5
631,mefenamic acid,MFen,61-68-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,1.565,0.004,5
632,mefenamic acid,MFen,61-68-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,55,40,60,2.343,0.011,5
633,mefenamic acid,MFen,61-68-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,3.711,0.015,5
634,mefenamic acid,MFen,61-68-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,45,40,60,6.263,0.021,5
635,mefenamic acid,MFen,61-68-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,11.543,0.040,5
636,butyrophenone,AP4,495-40-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,0.999,0.008,5
637,butyrophenone,AP4,495-40-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,1.880,0.008,5
638,butyrophenone,AP4,495-40-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,4.042,0.014,5
639,butyrophenone,AP4,495-40-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,6.307,0.017,5
640,butyrophenone,AP4,495-40-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,10.381,0.018,5
641,butyrophenone,AP4,495-40-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,17.710,0.023,5
642,cis-stilbene,cStil,645-49-8,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,90,40,60,0.443,0.004,5
643,cis-stilbene,cStil,645-49-8,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,70,40,60,1.768,0.010,5
644,cis-stilbene,cStil,645-49-8,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,3.740,0.020,5
645,cis-stilbene,cStil,645-49-8,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,9.181,0.026,5
646,cis-stilbene,cStil,645-49-8,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,45,40,60,15.632,0.018,5
647,trans-stilbene,tStil,103-30-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,90,40,60,0.402,0.008,5
648,trans-stilbene,tStil,103-30-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,70,40,60,1.638,0.008,5
649,trans-stilbene,tStil,103-30-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,3.506,0.017,5
650,trans-stilbene,tStil,103-30-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,8.817,0.025,5
651,trans-stilbene,tStil,103-30-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,45,40,60,15.228,0.026,5
652,quinizarin,Qnz,81-64-1,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,90,40,60,0.383,0.002,5
653,quinizarin,Qnz,81-64-1,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,70,40,60,1.116,0.004,5
654,quinizarin,Qnz,81-64-1,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,2.034,0.004,5
655,quinizarin,Qnz,81-64-1,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,4.178,0.016,5
656,quinizarin,Qnz,81-64-1,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,45,40,60,6.383,0.019,5
657,quinizarin,Qnz,81-64-1,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,10.386,0.026,5
658,quinizarin,Qnz,81-64-1,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,17.681,0.028,5
659,Butyl phenyl ether,4PhE,1126-79-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,90,40,60,0.397,0.002,5
660,Butyl phenyl ether,4PhE,1126-79-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,2.683,0.019,5
661,Butyl phenyl ether,4PhE,1126-79-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,5.960,0.017,5
662,Butyl phenyl ether,4PhE,1126-79-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,15.862,0.017,5
663,4-n-heptylaniline,Ani7,37529-27-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,90,40,60,1.393,0.010,5
664,4-n-heptylaniline,Ani7,37529-27-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,8.280,0.034,5
665,4-n-heptylaniline,Ani7,37529-27-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,14.553,0.040,5
666,4-n-heptylaniline,Ani7,37529-27-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,28.266,0.078,5
667,4-n-heptylaniline,Ani7,37529-27-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,43.190,0.102,5
668,"1,3-dihydroxynaphthalene",3dhN,132-86-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,0.748,0.011,5
669,"1,3-dihydroxynaphthalene",3dhN,132-86-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,1.416,0.014,5
670,"1,3-dihydroxynaphthalene",3dhN,132-86-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,2.093,0.005,5
671,"1,3-dihydroxynaphthalene",3dhN,132-86-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,3.404,0.011,5
672,"1,3-dihydroxynaphthalene",3dhN,132-86-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,5.813,0.024,5
673,"1,3-dihydroxynaphthalene",3dhN,132-86-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,10.797,0.079,5
674,"1,3-dihydroxynaphthalene",3dhN,132-86-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,15,40,60,21.945,0.088,5
675,"1,3-dihydroxynaphthalene",3dhN,132-86-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,10,40,60,46.261,0.055,5
676,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,0.561,0.022,5
